card_id	review_th	delta_t	rating	i	r_history	t_history	y	p
3093.0	17379.0	60.0	4.0	2.0	3	0	1.0	0.834394097328186
1894.0	17380.0	74.0	2.0	6.0	2,2,3,2,2	0,1,4,24,28	1.0	0.8146567344665527
2084.0	17381.0	106.0	2.0	3.0	2,4	0,16	1.0	0.8255503177642822
981.0	17383.0	152.0	4.0	3.0	3,4	0,28	1.0	0.8089801073074341
2063.0	17384.0	68.0	2.0	9.0	1,2,1,2,1,1,2,3	0,1,5,1,19,16,1,13	1.0	0.8291038274765015
1646.0	17385.0	96.0	3.0	3.0	3,2	0,48	1.0	0.7814752459526062
1122.0	17386.0	142.0	4.0	3.0	3,4	0,26	1.0	0.8119648694992065
2260.0	17388.0	83.0	2.0	3.0	3,3	0,19	1.0	0.8223612308502197
1559.0	17389.0	99.0	3.0	3.0	3,2	0,50	1.0	0.7788916230201721
6455.0	17390.0	63.0	4.0	2.0	3	0	1.0	0.8343949317932129
2615.0	17392.0	72.0	4.0	3.0	2,3	0,13	1.0	0.8291510343551636
4201.0	17393.0	144.0	4.0	4.0	2,3,4	0,19,26	1.0	0.8144544959068298
1102.0	17394.0	143.0	4.0	3.0	3,4	0,26	1.0	0.8119559288024902
2643.0	17395.0	72.0	4.0	3.0	1,3	0,13	1.0	0.8291370868682861
1041.0	17396.0	147.0	4.0	3.0	3,4	0,27	1.0	0.8104777336120605
2466.0	17397.0	75.0	4.0	3.0	1,3	0,18	1.0	0.8238652944564819
5552.0	17399.0	70.0	2.0	6.0	2,1,2,1,3	0,19,1,17,12	1.0	0.8299547433853149
3103.0	17401.0	60.0	4.0	2.0	3	0	1.0	0.834394097328186
2391.0	17402.0	78.0	4.0	3.0	2,3	0,18	1.0	0.823851466178894
938.0	17403.0	121.0	4.0	6.0	3,1,4,4,4	0,33,2,5,19	1.0	0.8216845393180847
4268.0	17405.0	154.0	4.0	3.0	3,4	0,29	1.0	0.8074995279312134
1059.0	17406.0	72.0	1.0	7.0	2,3,4,4,1,3	0,6,5,15,64,12	0.0	0.8299322724342346
5702.0	17407.0	80.0	2.0	3.0	2,3	0,18	1.0	0.8238266706466675
4337.0	17408.0	147.0	4.0	3.0	3,4	0,29	1.0	0.8075587153434753
4067.0	17409.0	189.0	4.0	3.0	3,4	0,55	1.0	0.7719389796257019
2608.0	17410.0	73.0	3.0	3.0	2,3	0,13	1.0	0.8291393518447876
978.0	17412.0	152.0	4.0	3.0	2,4	0,28	1.0	0.8094598054885864
4505.0	17413.0	141.0	4.0	3.0	3,4	0,26	1.0	0.8119738698005676
3097.0	17414.0	60.0	1.0	2.0	3	0	0.0	0.834394097328186
2369.0	17415.0	80.0	2.0	3.0	2,3	0,17	1.0	0.8249772787094116
2205.0	17416.0	74.0	3.0	4.0	2,1,3	0,21,14	1.0	0.8280720710754395
2646.0	17417.0	72.0	3.0	3.0	2,3	0,13	1.0	0.8291510343551636
3095.0	17419.0	60.0	1.0	2.0	3	0	0.0	0.834394097328186
4238.0	17420.0	157.0	2.0	3.0	3,4	0,32	1.0	0.8030531406402588
2441.0	17421.0	76.0	2.0	3.0	2,3	0,18	1.0	0.8238766193389893
1992.0	17422.0	87.0	2.0	5.0	1,1,2,3	0,5,13,22	1.0	0.8192473649978638
1306.0	17423.0	129.0	3.0	3.0	3,3	0,32	1.0	0.8036082983016968
6474.0	17425.0	62.0	4.0	2.0	3	0	1.0	0.834394633769989
2492.0	17426.0	75.0	4.0	3.0	2,3	0,17	1.0	0.8250393867492676
4471.0	17427.0	142.0	3.0	3.0	3,4	0,26	1.0	0.8119648694992065
2417.0	17428.0	78.0	3.0	3.0	2,3	0,18	1.0	0.823851466178894
4324.0	17429.0	150.0	4.0	3.0	3,4	0,29	1.0	0.8075331449508667
6457.0	17430.0	63.0	4.0	2.0	3	0	1.0	0.8343949317932129
3106.0	17432.0	60.0	4.0	2.0	3	0	1.0	0.834394097328186
2575.0	17433.0	74.0	2.0	3.0	2,3	0,14	1.0	0.8281956315040588
3097.0	17434.0	1.0	1.0	3.0	3,1	0,60	0.0	0.8340353965759277
3095.0	17435.0	1.0	2.0	3.0	3,1	0,60	1.0	0.8340353965759277
6478.0	17436.0	61.0	4.0	2.0	3	0	1.0	0.8343943953514099
4514.0	17437.0	142.0	4.0	3.0	3,4	0,26	1.0	0.8119648694992065
5950.0	17438.0	74.0	2.0	3.0	2,3	0,14	1.0	0.8281956315040588
5694.0	17440.0	83.0	3.0	3.0	2,3	0,17	1.0	0.8249410390853882
1180.0	17441.0	99.0	2.0	6.0	2,3,4,3,2	0,1,4,13,50	1.0	0.7809717059135437
5322.0	17442.0	98.0	2.0	4.0	2,3,3	0,6,25	1.0	0.8142188787460327
2487.0	17443.0	76.0	2.0	3.0	2,3	0,17	1.0	0.8250267505645752
2606.0	17444.0	74.0	2.0	3.0	2,3	0,13	1.0	0.8291277885437012
4739.0	17446.0	128.0	4.0	3.0	3,3	0,31	1.0	0.8050972819328308
5923.0	17448.0	74.0	2.0	3.0	2,3	0,14	1.0	0.8281956315040588
6440.0	17449.0	64.0	2.0	2.0	3	0	1.0	0.8343951106071472
5655.0	17451.0	83.0	4.0	3.0	3,3	0,19	1.0	0.8223612308502197
5599.0	17452.0	87.0	3.0	3.0	3,3	0,21	1.0	0.8197538256645203
2415.0	17453.0	79.0	4.0	3.0	2,3	0,18	1.0	0.823839008808136
1017.0	17454.0	151.0	4.0	3.0	2,4	0,30	1.0	0.8065871596336365
5924.0	17455.0	74.0	2.0	3.0	2,3	0,14	1.0	0.8281956315040588
4246.0	17457.0	153.0	4.0	3.0	3,4	0,31	1.0	0.8045623302459717
2396.0	17458.0	79.0	1.0	3.0	2,3	0,18	0.0	0.823839008808136
2429.0	17459.0	77.0	3.0	3.0	2,3	0,18	1.0	0.8238639831542969
2390.0	17460.0	79.0	2.0	3.0	2,3	0,18	1.0	0.823839008808136
5384.0	17461.0	110.0	2.0	3.0	3,4	0,16	1.0	0.8253467082977295
1621.0	17463.0	74.0	4.0	6.0	2,4,4,1,3	0,2,10,49,13	1.0	0.8290241360664368
2462.0	17464.0	76.0	1.0	3.0	2,3	0,18	0.0	0.8238766193389893
5716.0	17465.0	79.0	2.0	3.0	2,3	0,19	1.0	0.8226444125175476
5386.0	17466.0	95.0	2.0	4.0	2,3,3	0,6,25	1.0	0.8142522573471069
2319.0	17468.0	81.0	3.0	3.0	3,3	0,19	1.0	0.8223857879638672
4407.0	17469.0	148.0	4.0	3.0	3,4	0,28	1.0	0.8090142607688904
5948.0	17470.0	74.0	3.0	3.0	2,3	0,14	1.0	0.8281956315040588
2233.0	17471.0	74.0	2.0	5.0	2,2,1,3	0,1,20,13	1.0	0.8290241360664368
908.0	17472.0	153.0	4.0	3.0	3,4	0,31	1.0	0.8045623302459717
3094.0	17474.0	61.0	3.0	2.0	3	0	1.0	0.8343943953514099
1700.0	17475.0	74.0	2.0	7.0	2,3,2,2,2,2	0,2,8,10,24,25	1.0	0.8182864189147949
2222.0	17477.0	86.0	2.0	3.0	3,3	0,22	1.0	0.8184345364570618
5113.0	17479.0	95.0	4.0	3.0	3,2	0,46	1.0	0.7841274738311768
1747.0	17480.0	65.0	2.0	7.0	2,3,3,1,2,2	0,2,7,31,17,20	1.0	0.822933554649353
996.0	17481.0	127.0	4.0	6.0	2,2,3,4,3	0,11,3,9,31	1.0	0.8056696653366089
3101.0	17484.0	61.0	3.0	2.0	3	0	1.0	0.8343943953514099
4826.0	17485.0	118.0	2.0	5.0	2,4,3,3	0,3,8,25	1.0	0.8141878247261047
1445.0	17486.0	73.0	4.0	8.0	2,3,4,2,4,1,3	0,2,3,8,10,48,12	1.0	0.8299210071563721
5997.0	17488.0	73.0	4.0	3.0	2,3	0,13	1.0	0.8291393518447876
4346.0	17489.0	158.0	4.0	3.0	3,4	0,32	1.0	0.8030452132225037
2029.0	17490.0	95.0	4.0	4.0	2,3,3	0,5,26	1.0	0.8127753138542175
2030.0	17491.0	110.0	4.0	3.0	3,4	0,16	1.0	0.8253467082977295
980.0	17492.0	94.0	1.0	13.0	2,2,2,1,2,4,2,2,2,2,3,3	0,11,2,3,1,1,3,5,6,8,13,34	0.0	0.8025030493736267
4364.0	17493.0	143.0	4.0	3.0	3,3	0,34	1.0	0.8005320429801941
5735.0	17494.0	79.0	3.0	3.0	2,3	0,19	1.0	0.8226444125175476
2418.0	17495.0	79.0	4.0	3.0	2,3	0,18	1.0	0.823839008808136
1097.0	17496.0	130.0	4.0	10.0	2,2,4,1,4,1,4,4,4	0,1,2,5,1,3,1,6,21	1.0	0.8190711140632629
4424.0	17497.0	144.0	4.0	3.0	3,4	0,27	1.0	0.8105040788650513
2582.0	17498.0	74.0	3.0	3.0	2,3	0,13	1.0	0.8291277885437012
2603.0	17500.0	74.0	2.0	3.0	2,3	0,13	1.0	0.8291277885437012
4365.0	17501.0	148.0	4.0	3.0	3,4	0,29	1.0	0.8075501322746277
5639.0	17502.0	84.0	4.0	3.0	3,3	0,19	1.0	0.8223490715026855
5765.0	17503.0	78.0	4.0	3.0	2,3	0,19	1.0	0.8226569294929504
6475.0	17505.0	63.0	4.0	2.0	3	0	1.0	0.8343949317932129
5362.0	17506.0	110.0	4.0	3.0	3,4	0,17	1.0	0.8242042064666748
4666.0	17507.0	129.0	4.0	3.0	3,3	0,32	1.0	0.8036082983016968
2297.0	17508.0	81.0	2.0	3.0	1,3	0,21	1.0	0.8200811147689819
889.0	17509.0	154.0	4.0	3.0	3,4	0,30	1.0	0.8060290217399597
5648.0	17510.0	83.0	4.0	3.0	2,3	0,19	1.0	0.8225950598716736
3104.0	17511.0	61.0	4.0	2.0	3	0	1.0	0.8343943953514099
2277.0	17512.0	82.0	4.0	3.0	2,3	0,20	1.0	0.821372389793396
2310.0	17514.0	65.0	2.0	4.0	2,2,2	0,17,19	1.0	0.824049711227417
2246.0	17515.0	86.0	4.0	3.0	3,3	0,21	1.0	0.8197658061981201
4462.0	17516.0	144.0	4.0	3.0	3,4	0,26	1.0	0.8119470477104187
1254.0	17517.0	100.0	4.0	6.0	2,3,4,4,2	0,1,3,9,50	1.0	0.7797821164131165
2454.0	17519.0	76.0	4.0	4.0	2,1,3	0,1,18	1.0	0.823660135269165
5526.0	17520.0	94.0	4.0	3.0	3,3	0,26	1.0	0.8127567768096924
2678.0	17522.0	72.0	3.0	3.0	1,3	0,12	1.0	0.8300051093101501
4478.0	17523.0	142.0	4.0	3.0	3,4	0,27	1.0	0.8105218410491943
1285.0	17524.0	134.0	4.0	5.0	2,4,4,4	0,2,5,21	1.0	0.8189893960952759
2238.0	17525.0	86.0	3.0	3.0	3,3	0,21	1.0	0.8197658061981201
2700.0	17526.0	65.0	4.0	3.0	2,2	0,19	1.0	0.823096752166748
2605.0	17528.0	74.0	2.0	3.0	2,3	0,13	1.0	0.8291277885437012
862.0	17529.0	143.0	4.0	5.0	2,2,3,4	0,42,19,28	1.0	0.8106898069381714
1710.0	17530.0	77.0	4.0	8.0	2,4,1,1,4,1,3	0,2,8,4,5,30,17	1.0	0.8248221278190613
2798.0	17531.0	61.0	4.0	3.0	2,2	0,18	1.0	0.8243361711502075
1323.0	17532.0	74.0	2.0	6.0	3,1,4,2,2	0,32,3,28,25	1.0	0.8193928599357605
1441.0	17533.0	126.0	4.0	3.0	3,3	0,30	1.0	0.8065928816795349
841.0	17534.0	190.0	4.0	3.0	2,4	0,42	1.0	0.789169430732727
1624.0	17535.0	99.0	4.0	3.0	3,2	0,49	1.0	0.7801634669303894
6477.0	17537.0	61.0	3.0	2.0	3	0	1.0	0.8343943953514099
2687.0	17538.0	72.0	4.0	3.0	2,3	0,12	1.0	0.8300173878669739
844.0	17539.0	190.0	3.0	3.0	2,4	0,42	1.0	0.789169430732727
3096.0	17540.0	61.0	3.0	2.0	3	0	1.0	0.8343943953514099
5736.0	17542.0	79.0	4.0	3.0	2,3	0,19	1.0	0.8226444125175476
4415.0	17543.0	143.0	4.0	4.0	2,4,4	0,7,25	1.0	0.8135586380958557
5701.0	17544.0	81.0	4.0	3.0	2,3	0,18	1.0	0.8238143920898438
2048.0	17545.0	108.0	4.0	3.0	3,4	0,17	1.0	0.8242245316505432
4323.0	17546.0	151.0	4.0	3.0	3,4	0,29	1.0	0.8075246810913086
5144.0	17547.0	94.0	4.0	3.0	3,2	0,47	1.0	0.7828016877174377
5931.0	17548.0	74.0	4.0	3.0	1,3	0,14	1.0	0.8281798958778381
902.0	17549.0	154.0	4.0	3.0	3,4	0,30	1.0	0.8060290217399597
4793.0	17551.0	73.0	2.0	7.0	2,3,3,2,1,3	0,3,8,21,38,13	1.0	0.8290359377861023
1336.0	17552.0	129.0	4.0	3.0	3,3	0,33	1.0	0.8021275997161865
2659.0	17553.0	73.0	4.0	3.0	2,3	0,13	1.0	0.8291393518447876
1105.0	17559.0	137.0	4.0	3.0	3,3	0,34	1.0	0.800581157207489
1115.0	17560.0	133.0	3.0	6.0	2,4,2,4,4	0,2,5,7,23	1.0	0.8164286613464355
1574.0	17561.0	100.0	4.0	3.0	3,2	0,51	1.0	0.7776349782943726
1956.0	17562.0	87.0	4.0	4.0	2,4,2	0,6,37	1.0	0.797119140625
5804.0	17563.0	78.0	4.0	3.0	2,3	0,18	1.0	0.823851466178894
2424.0	17565.0	78.0	2.0	3.0	2,3	0,18	1.0	0.823851466178894
2433.0	17566.0	78.0	4.0	3.0	2,3	0,18	1.0	0.823851466178894
926.0	17567.0	154.0	4.0	3.0	3,4	0,30	1.0	0.8060290217399597
4520.0	17568.0	143.0	4.0	3.0	3,4	0,26	1.0	0.8119559288024902
1499.0	17569.0	124.0	4.0	3.0	3,3	0,30	1.0	0.8066113591194153
1899.0	17570.0	88.0	4.0	3.0	3,2	0,44	1.0	0.786899745464325
2028.0	17571.0	111.0	4.0	3.0	3,4	0,16	1.0	0.8253369331359863
2276.0	17572.0	84.0	4.0	3.0	2,3	0,19	1.0	0.8225829005241394
2293.0	17573.0	82.0	4.0	3.0	1,3	0,21	1.0	0.8200688362121582
885.0	17574.0	159.0	4.0	3.0	3,4	0,32	1.0	0.8030373454093933
2450.0	17575.0	78.0	2.0	4.0	2,2,3	0,1,17	1.0	0.8248225450515747
2682.0	17576.0	72.0	2.0	3.0	2,3	0,13	1.0	0.8291510343551636
4245.0	17578.0	155.0	3.0	3.0	3,4	0,30	1.0	0.8060207962989807
4515.0	17579.0	142.0	4.0	3.0	3,4	0,27	1.0	0.8105218410491943
4601.0	17580.0	135.0	4.0	5.0	2,4,4,4	0,1,5,23	1.0	0.8162850737571716
1207.0	17581.0	122.0	4.0	6.0	2,3,4,2,4	0,3,5,16,21	1.0	0.82035231590271
4674.0	17583.0	129.0	4.0	3.0	3,3	0,33	1.0	0.8021275997161865
2416.0	17584.0	80.0	1.0	3.0	2,3	0,18	0.0	0.8238266706466675
2412.0	17585.0	78.0	4.0	3.0	3,3	0,20	1.0	0.821162223815918
5103.0	17587.0	95.0	4.0	3.0	2,2	0,47	1.0	0.7836669683456421
5831.0	17588.0	77.0	3.0	3.0	2,3	0,18	1.0	0.8238639831542969
4378.0	17589.0	149.0	4.0	3.0	3,4	0,28	1.0	0.8090056777000427
4864.0	17590.0	103.0	2.0	3.0	3,2	0,51	1.0	0.7776175141334534
4317.0	17592.0	152.0	4.0	3.0	3,4	0,30	1.0	0.806045651435852
4503.0	17593.0	143.0	3.0	3.0	2,4	0,26	1.0	0.8123810291290283
2524.0	17594.0	75.0	4.0	3.0	3,3	0,15	1.0	0.8270516991615295
5806.0	17595.0	78.0	3.0	3.0	2,3	0,18	1.0	0.823851466178894
1098.0	17598.0	96.0	3.0	5.0	2,3,2,2	0,1,27,47	1.0	0.7911792993545532
2473.0	17599.0	77.0	2.0	3.0	2,3	0,18	1.0	0.8238639831542969
4288.0	17600.0	154.0	4.0	3.0	3,4	0,30	1.0	0.8060290217399597
944.0	17601.0	152.0	4.0	3.0	3,4	0,30	1.0	0.806045651435852
4259.0	17603.0	155.0	4.0	3.0	3,4	0,30	1.0	0.8060207962989807
4251.0	17604.0	160.0	4.0	3.0	3,4	0,31	1.0	0.8045058250427246
4275.0	17606.0	125.0	4.0	4.0	3,2,3	0,27,32	1.0	0.8097020983695984
4713.0	17607.0	129.0	4.0	3.0	3,3	0,31	1.0	0.8050882816314697
4430.0	17608.0	145.0	4.0	3.0	3,4	0,27	1.0	0.8104952573776245
2334.0	17609.0	62.0	2.0	5.0	2,3,1,2	0,1,21,17	1.0	0.8252719640731812
4607.0	17611.0	135.0	4.0	5.0	2,4,4,4	0,2,5,21	1.0	0.8189801573753357
911.0	17612.0	154.0	3.0	3.0	3,4	0,30	1.0	0.8060290217399597
1028.0	17613.0	123.0	2.0	5.0	2,4,2,3	0,7,19,28	1.0	0.8122894763946533
4389.0	17614.0	149.0	4.0	3.0	3,4	0,28	1.0	0.8090056777000427
1687.0	17616.0	100.0	2.0	8.0	2,2,2,1,1,3,4	0,2,6,6,5,4,21	1.0	0.8193055987358093
5894.0	17617.0	75.0	4.0	3.0	2,3	0,15	1.0	0.827190637588501
4363.0	17618.0	149.0	4.0	3.0	3,4	0,29	1.0	0.8075416684150696
6042.0	17619.0	72.0	3.0	3.0	2,3	0,14	1.0	0.8282197713851929
2397.0	17621.0	80.0	2.0	3.0	2,3	0,18	1.0	0.8238266706466675
670.0	17622.0	191.0	4.0	3.0	3,4	0,57	1.0	0.7697190046310425
5036.0	17623.0	80.0	4.0	6.0	2,3,4,1,3	0,2,6,39,18	1.0	0.8236101269721985
1357.0	17624.0	128.0	3.0	5.0	2,4,3,4	0,2,7,22	1.0	0.8178110718727112
5343.0	17626.0	87.0	2.0	4.0	2,4,2	0,6,36	1.0	0.7985845804214478
5725.0	17627.0	63.0	2.0	4.0	2,1,2	0,19,17	1.0	0.8252583742141724
5378.0	17628.0	95.0	4.0	4.0	2,3,3	0,6,27	1.0	0.8113949298858643
1498.0	17631.0	122.0	2.0	6.0	2,2,4,3,4	0,3,2,7,20	1.0	0.8204909563064575
5299.0	17632.0	96.0	2.0	4.0	2,3,3	0,6,28	1.0	0.8099339604377747
1237.0	17633.0	68.0	1.0	9.0	2,4,2,4,3,1,1,3	0,1,4,3,11,46,17,14	0.0	0.8281456232070923
5905.0	17635.0	74.0	4.0	3.0	3,3	0,16	1.0	0.8259927034378052
4225.0	17640.0	159.0	4.0	3.0	3,4	0,32	1.0	0.8030373454093933
5625.0	17643.0	85.0	4.0	3.0	3,3	0,19	1.0	0.8223369717597961
1299.0	17644.0	77.0	2.0	7.0	2,3,4,3,1,3	0,2,4,12,51,17	1.0	0.8248227834701538
2022.0	17645.0	109.0	4.0	3.0	3,4	0,18	1.0	0.8230255842208862
2445.0	17646.0	78.0	4.0	4.0	2,2,3	0,1,17	1.0	0.8248225450515747
850.0	17650.0	191.0	2.0	3.0	2,4	0,42	1.0	0.7891634702682495
5591.0	17651.0	87.0	4.0	3.0	3,3	0,22	1.0	0.8184226155281067
1111.0	17655.0	142.0	4.0	3.0	3,4	0,28	1.0	0.809066653251648
1143.0	17656.0	142.0	4.0	3.0	3,4	0,27	1.0	0.8105218410491943
1367.0	17657.0	131.0	2.0	5.0	2,4,4,4	0,2,5,21	1.0	0.8190174698829651
1189.0	17659.0	141.0	3.0	3.0	3,4	0,26	1.0	0.8119738698005676
2091.0	17660.0	76.0	3.0	4.0	2,3,2	0,15,33	1.0	0.8050172924995422
2181.0	17661.0	68.0	3.0	6.0	2,1,2,1,3	0,19,1,18,14	1.0	0.8281456232070923
1877.0	17662.0	70.0	2.0	5.0	3,1,2,3	0,49,1,13	1.0	0.8290796875953674
4211.0	17663.0	158.0	4.0	3.0	3,4	0,33	1.0	0.8015686273574829
5673.0	17664.0	82.0	4.0	3.0	3,3	0,20	1.0	0.8211125135421753
5632.0	17665.0	84.0	3.0	3.0	3,3	0,20	1.0	0.8210880160331726
2360.0	17669.0	70.0	1.0	4.0	2,1,3	0,17,13	0.0	0.8290712833404541
2354.0	17671.0	70.0	3.0	4.0	2,1,3	0,17,13	1.0	0.8290712833404541
4262.0	17672.0	154.0	3.0	3.0	3,4	0,31	1.0	0.8045541644096375
2425.0	17673.0	78.0	4.0	3.0	2,3	0,18	1.0	0.823851466178894
2491.0	17674.0	77.0	1.0	3.0	1,3	0,17	0.0	0.8249925971031189
5744.0	17675.0	80.0	4.0	3.0	2,3	0,19	1.0	0.8226319551467896
2704.0	17676.0	72.0	4.0	3.0	2,3	0,13	1.0	0.8291510343551636
4212.0	17677.0	159.0	4.0	3.0	3,4	0,32	1.0	0.8030373454093933
2287.0	17678.0	82.0	3.0	3.0	3,3	0,21	1.0	0.8198144435882568
2452.0	17679.0	78.0	4.0	4.0	2,2,3	0,1,17	1.0	0.8248225450515747
4142.0	17682.0	130.0	4.0	8.0	3,1,2,2,4,4,4	0,54,12,2,3,9,26	1.0	0.8125115633010864
2000.0	17683.0	82.0	4.0	4.0	3,4,2	0,7,39	1.0	0.7944018244743347
2745.0	17684.0	69.0	2.0	3.0	2,3	0,14	1.0	0.8282566070556641
4445.0	17685.0	145.0	4.0	3.0	3,4	0,28	1.0	0.8090403079986572
1897.0	17686.0	100.0	4.0	5.0	2,2,3,3	0,1,6,27	1.0	0.8113428354263306
934.0	17687.0	155.0	3.0	3.0	3,4	0,30	1.0	0.8060207962989807
2324.0	17688.0	69.0	2.0	5.0	1,2,1,3	0,1,18,14	1.0	0.8281330466270447
4456.0	17689.0	144.0	4.0	3.0	2,4	0,28	1.0	0.8095289468765259
4459.0	17691.0	145.0	4.0	3.0	3,4	0,27	1.0	0.8104952573776245
4724.0	17692.0	122.0	4.0	6.0	2,2,4,4,3	0,1,3,7,28	1.0	0.8097882866859436
1142.0	17693.0	143.0	4.0	3.0	3,4	0,27	1.0	0.8105129599571228
1199.0	17694.0	142.0	4.0	3.0	3,4	0,26	1.0	0.8119648694992065
1035.0	17695.0	148.0	4.0	3.0	3,4	0,29	1.0	0.8075501322746277
1154.0	17698.0	135.0	4.0	3.0	3,3	0,34	1.0	0.8005977869033813
1236.0	17699.0	99.0	2.0	10.0	2,2,4,2,1,1,3,4,3	0,5,3,7,7,5,4,5,30	1.0	0.8069209456443787
5883.0	17700.0	77.0	4.0	3.0	2,3	0,17	1.0	0.8250142931938171
5671.0	17701.0	82.0	4.0	3.0	3,3	0,21	1.0	0.8198144435882568
660.0	17703.0	192.0	3.0	3.0	3,4	0,57	1.0	0.7697150707244873
2722.0	17704.0	71.0	1.0	3.0	2,3	0,13	0.0	0.8291628360748291
2423.0	17705.0	79.0	2.0	3.0	2,3	0,18	1.0	0.823839008808136
3389.0	17706.0	2.0	2.0	2.0	1	0	1.0	0.8337039351463318
4384.0	17708.0	151.0	2.0	3.0	3,4	0,28	1.0	0.8089885711669922
5051.0	17710.0	101.0	2.0	3.0	3,4	0,46	1.0	0.7835037112236023
6864.0	17716.0	1.0	2.0	2.0	2	0	1.0	0.8334229588508606
2722.0	17717.0	1.0	2.0	4.0	2,3,1	0,13,71	1.0	0.8340338468551636
5942.0	17718.0	76.0	4.0	3.0	3,3	0,15	1.0	0.8270394802093506
5809.0	17719.0	79.0	3.0	3.0	2,3	0,18	1.0	0.823839008808136
6078.0	17721.0	72.0	4.0	3.0	2,3	0,14	1.0	0.8282197713851929
5622.0	17722.0	87.0	4.0	3.0	2,3	0,19	1.0	0.8225468993186951
922.0	17723.0	154.0	4.0	3.0	3,4	0,32	1.0	0.8030771613121033
5807.0	17725.0	79.0	4.0	3.0	3,3	0,19	1.0	0.8224105834960938
5357.0	17726.0	113.0	4.0	3.0	3,4	0,18	1.0	0.8229846954345703
932.0	17727.0	154.0	4.0	3.0	3,4	0,32	1.0	0.8030771613121033
1558.0	17728.0	124.0	4.0	5.0	2,4,3,4	0,2,7,20	1.0	0.8204714059829712
5652.0	17730.0	86.0	4.0	3.0	3,3	0,19	1.0	0.8223249912261963
2294.0	17731.0	85.0	4.0	3.0	3,3	0,20	1.0	0.8210759162902832
970.0	17732.0	154.0	3.0	3.0	3,4	0,30	1.0	0.8060290217399597
831.0	17733.0	193.0	2.0	3.0	2,4	0,42	1.0	0.7891515493392944
5918.0	17735.0	76.0	4.0	3.0	3,3	0,15	1.0	0.8270394802093506
4472.0	17736.0	136.0	3.0	3.0	3,3	0,36	1.0	0.797645092010498
6087.0	17737.0	72.0	4.0	3.0	2,3	0,14	1.0	0.8282197713851929
1916.0	17738.0	79.0	3.0	5.0	2,4,1,3	0,4,33,17	1.0	0.8247979283332825
920.0	17739.0	104.0	2.0	7.0	2,2,2,4,4,2	0,13,3,4,10,52	1.0	0.7775673866271973
2736.0	17740.0	70.0	2.0	3.0	1,3	0,14	1.0	0.8282285928726196
5859.0	17741.0	79.0	3.0	3.0	2,3	0,17	1.0	0.8249895572662354
2509.0	17742.0	78.0	2.0	3.0	2,3	0,16	1.0	0.8261042237281799
4239.0	17743.0	160.0	3.0	3.0	3,4	0,33	1.0	0.8015531301498413
6043.0	17744.0	75.0	3.0	3.0	2,3	0,13	1.0	0.8291162848472595
5619.0	17746.0	84.0	3.0	3.0	3,3	0,22	1.0	0.8184586763381958
4294.0	17747.0	155.0	3.0	3.0	3,4	0,30	1.0	0.8060207962989807
5667.0	17748.0	82.0	2.0	3.0	3,3	0,22	1.0	0.8184829950332642
2020.0	17750.0	111.0	4.0	3.0	3,4	0,18	1.0	0.823004961013794
5626.0	17752.0	84.0	4.0	3.0	3,3	0,22	1.0	0.8184586763381958
4643.0	17753.0	136.0	3.0	5.0	2,4,4,4	0,1,5,22	1.0	0.8176367878913879
912.0	17755.0	154.0	3.0	3.0	3,4	0,32	1.0	0.8030771613121033
770.0	17756.0	193.0	2.0	4.0	1,3,4	0,3,43	1.0	0.7869850397109985
2749.0	17758.0	70.0	3.0	3.0	1,3	0,14	1.0	0.8282285928726196
5669.0	17759.0	83.0	4.0	3.0	3,3	0,21	1.0	0.8198021650314331
4360.0	17760.0	151.0	4.0	3.0	3,4	0,29	1.0	0.8075246810913086
1925.0	17761.0	111.0	2.0	4.0	2,3,4	0,4,18	1.0	0.8229914307594299
1364.0	17762.0	96.0	3.0	10.0	2,4,4,1,2,1,2,4,3	0,2,5,20,1,5,1,4,27	1.0	0.8112959861755371
4339.0	17764.0	151.0	4.0	3.0	3,4	0,29	1.0	0.8075246810913086
5620.0	17765.0	84.0	3.0	3.0	3,3	0,22	1.0	0.8184586763381958
4236.0	17766.0	160.0	4.0	3.0	3,4	0,33	1.0	0.8015531301498413
5705.0	17767.0	82.0	4.0	3.0	3,3	0,21	1.0	0.8198144435882568
6083.0	17768.0	72.0	3.0	3.0	2,3	0,14	1.0	0.8282197713851929
5353.0	17770.0	113.0	4.0	3.0	3,4	0,18	1.0	0.8229846954345703
840.0	17771.0	193.0	4.0	3.0	2,4	0,42	1.0	0.7891515493392944
5352.0	17772.0	113.0	4.0	3.0	3,4	0,18	1.0	0.8229846954345703
1074.0	17773.0	146.0	4.0	3.0	3,4	0,28	1.0	0.80903160572052
2078.0	17774.0	89.0	3.0	4.0	2,2,3	0,15,22	1.0	0.8195446133613586
2361.0	17776.0	81.0	3.0	3.0	3,3	0,21	1.0	0.8198267221450806
2041.0	17778.0	111.0	3.0	3.0	3,4	0,17	1.0	0.8241941332817078
1372.0	17780.0	130.0	4.0	3.0	3,3	0,31	1.0	0.8050793409347534
4486.0	17784.0	136.0	3.0	3.0	3,3	0,35	1.0	0.7991146445274353
6878.0	17785.0	1.0	2.0	2.0	2	0	1.0	0.8334229588508606
6882.0	17786.0	1.0	2.0	2.0	2	0	1.0	0.8334229588508606
2036.0	17787.0	112.0	4.0	3.0	3,4	0,18	1.0	0.8229948282241821
6076.0	17788.0	73.0	4.0	3.0	2,3	0,14	1.0	0.8282076716423035
